"unit","salary","education","D","Y"
1,863.417070733777,0.311692641994136,0,29.5901747780165
2,963.144923042438,0.44067821881481,0,43.9951478716228
3,944.707341983268,0.402277596570102,0,28.0419722582113
4,1134.98815538576,0.69492130474842,0,36.8889204091007
5,1193.39918374296,0.748068500795797,1,53.7230063669091
6,839.80135825359,0.257630932417201,0,24.9836288695689
7,1011.71385284843,0.53137742753392,0,42.9764317858698
8,919.355599874601,0.449268570842787,1,56.2548038728807
9,928.990916184417,0.392448986347977,0,48.4755281598519
10,1029.09908696677,0.514567727355543,1,67.1265246237461
11,891.533165854116,0.31123655477941,0,20.3087956132643
12,807.143821788193,0.265329224560224,0,16.8631453058547
13,929.214280052978,0.386592750922697,1,47.2630227936513
14,993.714412781046,0.491627391403134,0,39.2604445243604
15,1093.29758696621,0.643393758347152,0,35.9748580623966
16,1028.46236912485,0.542788133471624,0,31.88872666371
17,997.92458573259,0.486356039373346,1,38.5401550711981
18,944.355620884729,0.447339919630255,0,32.0808853782446
19,850.61086820896,0.290927907755859,0,45.6527870372677
20,805.597143298307,0.289831675424011,1,50.2095549619976
21,983.218684811664,0.492197546141959,0,33.8838493808818
22,1079.96921652784,0.605060335652904,0,38.0792186639872
23,903.314259869035,0.342855569192155,1,35.0609344186736
24,1084.79270086102,0.609158633067002,1,63.2658983908862
25,1157.99861802629,0.692330805880979,1,65.2325085580101
26,883.781389070852,0.287483740569435,1,30.6287344300581
27,943.372607181299,0.408256858474104,0,49.5035619642008
28,849.352479105346,0.258086267207551,1,35.3429570758796
29,868.269739959982,0.275598544670056,0,27.3725065274954
30,1024.58523488699,0.545099561299099,1,50.1184723652854
31,817.128535457893,0.281886123891277,0,39.6525799496609
32,1065.17523407896,0.670428156717477,1,60.4384120106479
33,1077.04876485075,0.627599573590639,0,38.9630854692153
34,995.527838355184,0.48398780836702,1,53.1337378695261
35,1022.89619047298,0.548706816618614,0,29.637961347395
36,1187.59205720037,0.769204797392811,1,42.4254715170921
37,1023.35719659135,0.558107473530074,1,30.1069741003629
38,1056.33673878546,0.579272027287131,1,48.1226882234437
39,1229.98830182011,0.810034032555001,1,48.3293886370957
40,688.951666773748,0.0567582606239391,0,16.9213643784066
41,894.470148788294,0.378475208992104,0,38.4812971711704
42,1123.97264126445,0.69204358205882,1,47.7714815742363
43,949.115776790371,0.39992879399531,1,33.6315464307848
44,823.100031705899,0.23270900216744,1,28.0840739496158
45,1120.20370259498,0.652886105132925,1,45.5785275640965
46,966.334841895832,0.469243002002248,1,54.2845346203381
47,1018.64094696461,0.547337197000653,1,44.2182540399602
48,933.695988111428,0.447135616793414,1,54.0043092208612
49,826.210050968873,0.264741714865275,0,31.9993904122991
50,928.822651757596,0.35459399307597,0,32.3341491802451
51,910.008989021731,0.394005421243497,1,41.9502361433789
52,1013.06111088576,0.446491857832609,1,39.6595299099068
53,934.313534667005,0.346710050488387,0,18.2552745751197
54,818.345546927524,0.226396746508782,0,43.5376142571228
55,1075.87773316689,0.545914746697115,1,65.3789310064295
56,902.95419025692,0.309080547451488,0,30.9022664061043
57,1275.430569203,0.863655490806716,1,67.2771847107996
58,945.769043534212,0.458880804051971,0,38.4279845370671
59,908.16648587387,0.386352710135066,0,30.8540328042114
60,1041.04507165318,0.482155525095175,1,52.4593007047637
61,1103.2499807412,0.664400097287222,0,41.2158194088617
62,1042.31359268216,0.570652102491094,1,61.8919707132281
63,1036.91455911279,0.521340493449867,1,62.0651281333313
64,969.20791414184,0.389935737973254,1,56.6072888042579
65,1167.12190621539,0.781892985118593,1,53.4135624020107
66,1089.70613682337,0.683062204035289,0,48.822193004232
67,902.54740446088,0.375212432824303,0,39.8100279514522
68,1042.45836417154,0.476491467615491,1,43.699810100581
69,1037.5630832959,0.559007968792323,1,64.113193034768
70,1175.72344183124,0.764527587423375,1,53.729041320452
71,1118.16765357184,0.641426712272619,0,47.1892021009007
72,921.494713024285,0.355708725261411,1,41.9671929530599
73,1213.1537779263,0.782002868245237,1,41.9209827502254
74,997.285355747044,0.496936532333576,1,49.2444280108797
75,990.966322452946,0.456301727577605,1,53.0038120145388
76,1053.16847424322,0.525126101120347,1,48.0085245573735
